id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
767094290690473989,767094290690473989,1471724505000,2016-08-20,20:21:45,UTC,109656563,iquotehot,Pick Up Lines,,"Boy: Babe, you wanna play a game?
Girl: ""What game?""
Boy: Not hide n seek!
Girl: ""Why?""
Boy: Because its impossible to find a girl like you!",[],[],[],0,49,159,[],[],https://twitter.com/iquoteHOT/status/767094290690473989,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
765730848561913858,765730848561913858,1471399435000,2016-08-17,02:03:55,UTC,109656563,iquotehot,Pick Up Lines,,Wanna go Pokemon hunting tonight? Cause I wanna catch a pikachu (peek-at-chu)! pic.twitter.com/gOLOMJkaZD,[],[],[],1,7,32,[],[],https://twitter.com/iquoteHOT/status/765730848561913858,False,,1,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
720064265038741504,720064265038741504,1460511673000,2016-04-13,01:41:13,UTC,109656563,iquotehot,Pick Up Lines,,"Man: ""Hi! Didn't we go on a date once? Or was it twice?""
Woman: ""Maybe once. I never make the same mistake twice!""",[],[],[],1,14,65,[],[],https://twitter.com/iquoteHOT/status/720064265038741504,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
704377445407916033,704377445407916033,1456771644000,2016-02-29,18:47:24,UTC,109656563,iquotehot,Pick Up Lines,,"If I were a rabbit, I'd jump in your hole! 
#LeapDay",[],[],[],2,18,62,['#leapday'],[],https://twitter.com/iquoteHOT/status/704377445407916033,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
699301971107454976,699301971107454976,1455561556000,2016-02-15,18:39:16,UTC,109656563,iquotehot,Pick Up Lines,,"Gurl, If you were a president, you'd be Babe-raham Lincoln.
#PresidentsDay",[],[],[],6,33,73,['#presidentsday'],[],https://twitter.com/iquoteHOT/status/699301971107454976,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
566044083722801152,566044083722801152,1423790400000,2015-02-13,01:20:00,UTC,109656563,iquotehot,Pick Up Lines,,How about I take you home...... pic.twitter.com/ffAF2VUhBw,[],[],['https://pbs.twimg.com/media/B9r94aNIUAAla94.jpg'],1,17,57,[],[],https://twitter.com/iquoteHOT/status/566044083722801152,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
550348139928895488,550348139928895488,1420048196000,2014-12-31,17:49:56,UTC,109656563,iquotehot,Pick Up Lines,,You don't have to wait until midnight to see my balls drop. #NewYearsEve,[],[],[],5,44,99,['#newyearseve'],[],https://twitter.com/iquoteHOT/status/550348139928895488,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
536689111386439681,536689111386439681,1416791630000,2014-11-24,01:13:50,UTC,109656563,iquotehot,Pick Up Lines,,"My dick is like catnip, 

it'll make a cougar like you go wild",[],[],[],2,11,52,[],[],https://twitter.com/iquoteHOT/status/536689111386439681,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
534521511403466752,534521511403466752,1416274833000,2014-11-18,01:40:33,UTC,109656563,iquotehot,Pick Up Lines,,"Your legs are like an Oreo cookie,

I want to spread them and eat the good stuff in the middle.",[],[],[],6,83,200,[],[],https://twitter.com/iquoteHOT/status/534521511403466752,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
532685059405279232,532685059405279232,1415836989000,2014-11-13,00:03:09,UTC,109656563,iquotehot,Pick Up Lines,,"Hi, I would like to introduce my Crouching Tiger to your Hidden Dragon.",[],[],[],2,16,31,[],[],https://twitter.com/iquoteHOT/status/532685059405279232,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
531591416468611073,531591416468611073,1415576244000,2014-11-09,23:37:24,UTC,109656563,iquotehot,Pick Up Lines,,If I was a plant you'd make my roots extend.,[],[],[],2,25,57,[],[],https://twitter.com/iquoteHOT/status/531591416468611073,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
530175982934568962,530175982934568962,1415238779000,2014-11-06,01:52:59,UTC,109656563,iquotehot,Pick Up Lines,,"Baby, you're like an onion. I want to peel you til I'm crying in pain and caramelize you til I can taste all your sugars.",[],[],[],0,24,49,[],[],https://twitter.com/iquoteHOT/status/530175982934568962,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
529438182442422274,529438182442422274,1415062873000,2014-11-04,01:01:13,UTC,109656563,iquotehot,Pick Up Lines,,"I hope your a plumber, cause you got my pipe leaking.",[],[],[],4,41,117,[],[],https://twitter.com/iquoteHOT/status/529438182442422274,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
529075048368201730,529075048368201730,1414976295000,2014-11-03,00:58:15,UTC,109656563,iquotehot,Pick Up Lines,,"Do you have a map, because I want to find my way into your pants.",[],[],[],7,32,127,[],[],https://twitter.com/iquoteHOT/status/529075048368201730,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
528697271924191232,528697271924191232,1414886227000,2014-11-01,23:57:07,UTC,109656563,iquotehot,Pick Up Lines,,"I like my women, like I like my coffee.... full of cream.",[],[],[],1,25,89,[],[],https://twitter.com/iquoteHOT/status/528697271924191232,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
527973536711720961,527973536711720961,1414713675000,2014-10-31,00:01:15,UTC,109656563,iquotehot,Pick Up Lines,,"My mom told me that life is like a deck of cards,

so you must be the queen of hearts.",[],[],[],5,104,199,[],[],https://twitter.com/iquoteHOT/status/527973536711720961,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
527609851736633344,527609851736633344,1414626965000,2014-10-29,23:56:05,UTC,109656563,iquotehot,Pick Up Lines,,I'm a necrophiliac. How good are you at playing dead? #Halloween,[],[],[],2,6,27,['#halloween'],[],https://twitter.com/iquoteHOT/status/527609851736633344,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
527247200594583553,527247200594583553,1414540503000,2014-10-28,23:55:03,UTC,109656563,iquotehot,Pick Up Lines,,"Are you constipated?

Cause I'd fuck the shit out of you.",[],[],[],6,58,113,[],[],https://twitter.com/iquoteHOT/status/527247200594583553,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
526884589982081024,526884589982081024,1414454049000,2014-10-27,23:54:09,UTC,109656563,iquotehot,Pick Up Lines,,"Roses are red,
Violets are blue,
What will it take to Snapchat your Boobs.",[],[],[],6,58,100,[],[],https://twitter.com/iquoteHOT/status/526884589982081024,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
526521963460583424,526521963460583424,1414367593000,2014-10-26,23:53:13,UTC,109656563,iquotehot,Pick Up Lines,,"Just call me baby, cause I wanna be inside you for the next 9 months.",[],[],[],4,38,100,[],[],https://twitter.com/iquoteHOT/status/526521963460583424,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
526159326092619776,526159326092619776,1414281133000,2014-10-25,23:52:13,UTC,109656563,iquotehot,Pick Up Lines,,"Do you like Krispy Kreme, 

cause I'm gonna glaze your donut.",[],[],[],3,28,73,[],[],https://twitter.com/iquoteHOT/status/526159326092619776,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
525789974453821440,525789974453821440,1414193073000,2014-10-24,23:24:33,UTC,109656563,iquotehot,Pick Up Lines,,Are you a ghost ‘cause your boo-ty is out of sight.,[],[],[],7,31,88,[],[],https://twitter.com/iquoteHOT/status/525789974453821440,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
525432069888147456,525432069888147456,1414107742000,2014-10-23,23:42:22,UTC,109656563,iquotehot,Pick Up Lines,,Can I have a waffle cone and 2 scoops of you?,[],[],[],3,29,57,[],[],https://twitter.com/iquoteHOT/status/525432069888147456,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
523270875752046592,523270875752046592,1413592473000,2014-10-18,00:34:33,UTC,109656563,iquotehot,Pick Up Lines,,"Damn girl, the only thing more perfect than your eyes is that ass.",[],[],[],3,40,83,[],[],https://twitter.com/iquoteHOT/status/523270875752046592,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
521094917586571266,521094917586571266,1413073684000,2014-10-12,00:28:04,UTC,109656563,iquotehot,Pick Up Lines,,"I might be allergic to nuts, but there's no way you are.",[],[],[],5,20,57,[],[],https://twitter.com/iquoteHOT/status/521094917586571266,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
518523242789621760,518523242789621760,1412460549000,2014-10-04,22:09:09,UTC,109656563,iquotehot,Pick Up Lines,,"Mario is Red.
Sonic is Blue.
Press Start to join and be my player 2.",[],[],[],1,102,180,[],[],https://twitter.com/iquoteHOT/status/518523242789621760,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
518187030203752448,518187030203752448,1412380390000,2014-10-03,23:53:10,UTC,109656563,iquotehot,Pick Up Lines,,"I call my dick Notorious, cause its B.I.G.",[],[],[],3,47,108,[],[],https://twitter.com/iquoteHOT/status/518187030203752448,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
517824355766509568,517824355766509568,1412293921000,2014-10-02,23:52:01,UTC,109656563,iquotehot,Pick Up Lines,,"They call me the cat whisperer, cause I know exactly what your pussy needs.",[],[],[],1,34,84,[],[],https://twitter.com/iquoteHOT/status/517824355766509568,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
517461746915622912,517461746915622912,1412207469000,2014-10-01,23:51:09,UTC,109656563,iquotehot,Pick Up Lines,,"Are you a bad girl, cause I'd discipline the fuck out of you.",[],[],[],2,15,43,[],[],https://twitter.com/iquoteHOT/status/517461746915622912,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
517098871227301888,517098871227301888,1412120952000,2014-09-30,23:49:12,UTC,109656563,iquotehot,Pick Up Lines,,"Wanna play Tic Tac Toe, I'll shove a tic tac up your pussy and try to give you 3 O's in a row.",[],[],[],0,17,60,[],[],https://twitter.com/iquoteHOT/status/517098871227301888,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
516736236803739648,516736236803739648,1412034494000,2014-09-29,23:48:14,UTC,109656563,iquotehot,Pick Up Lines,,I hope your into yoga cause your going to get a good stretch tonight.,[],[],[],0,13,34,[],[],https://twitter.com/iquoteHOT/status/516736236803739648,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
516373321265319936,516373321265319936,1411947968000,2014-09-28,23:46:08,UTC,109656563,iquotehot,Pick Up Lines,,"I like my women, like I like my ice cream

fat free and dripping down my fingers.",[],[],[],1,7,36,[],[],https://twitter.com/iquoteHOT/status/516373321265319936,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
516010664179953666,516010664179953666,1411861504000,2014-09-27,23:45:04,UTC,109656563,iquotehot,Pick Up Lines,,"I might not be Mormon, but I'm MoreMan than you've ever seen.",[],[],[],1,19,39,[],[],https://twitter.com/iquoteHOT/status/516010664179953666,False,,0,,,,,,,"[{'user_id': '109656563', 'username': 'iquoteHOT'}]",,,,
