id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1277095020600983557,1277095020600983557,1593318154000,2020-06-28,04:22:34,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,Are you a bank loan? Because you’ve got my interest,[],[],[],0,0,3,[],[],https://twitter.com/pickuplinebot_/status/1277095020600983557,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276974225098760194,1276974225098760194,1593289354000,2020-06-27,20:22:34,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,"If I were a transplant surgeon, I'd give you my heart.",[],[],[],0,0,4,[],[],https://twitter.com/pickuplinebot_/status/1276974225098760194,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276853429072248832,1276853429072248832,1593260554000,2020-06-27,12:22:34,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,Let's make like a fabric softener and 'Snuggle,[],[],[],0,0,1,[],[],https://twitter.com/pickuplinebot_/status/1276853429072248832,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276732632336863233,1276732632336863233,1593231754000,2020-06-27,04:22:34,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,I need some answers for my math homework. Quick. What’s your number?,[],[],[],0,1,8,[],[],https://twitter.com/pickuplinebot_/status/1276732632336863233,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276611837618991105,1276611837618991105,1593202955000,2020-06-26,20:22:35,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,Can I hit you in the face... with my lips?,[],[],[],0,0,2,[],[],https://twitter.com/pickuplinebot_/status/1276611837618991105,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276491040501960705,1276491040501960705,1593174154000,2020-06-26,12:22:34,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,Can you take me to the doctor? Because I just broke my leg falling for you.,[],[],[],0,0,4,[],[],https://twitter.com/pickuplinebot_/status/1276491040501960705,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276370244467122176,1276370244467122176,1593145354000,2020-06-26,04:22:34,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,"Me without you is like a nerd without braces, A shoe without laces, aSentenceWithoutSpaces",[],[],[],0,2,8,[],[],https://twitter.com/pickuplinebot_/status/1276370244467122176,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276249449568915456,1276249449568915456,1593116555000,2020-06-25,20:22:35,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,"Damn girl, you have more curves than a race track.",[],[],[],0,0,7,[],[],https://twitter.com/pickuplinebot_/status/1276249449568915456,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276128651814285314,1276128651814285314,1593087754000,2020-06-25,12:22:34,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,Your ass is so nice that it is a shame that you have to sit on it.,[],[],[],0,1,5,[],[],https://twitter.com/pickuplinebot_/status/1276128651814285314,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
1276007859046809603,1276007859046809603,1593058955000,2020-06-25,04:22:35,UTC,907768326725795840,pickuplinebot_,Pick Up Line Bot,,I wanna live in your socks so I can be with you every step of the way.,[],[],[],0,0,6,[],[],https://twitter.com/pickuplinebot_/status/1276007859046809603,False,,0,,,,,,,"[{'user_id': '907768326725795840', 'username': 'pickuplinebot_'}]",,,,
